CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
148,100081077202600148,202600148,2024-11-06,1077,15.141548,76.878534,4,2,4,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹247000 to clear their name.
149,100301221202600149,202600149,2024-04-10,1221,15.461186,75.039281,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
150,100011006202600150,202600150,2026-03-01,1006,12.900883,77.607286,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹425270 to clear their name.
151,100161130202600151,202600151,2024-07-20,1130,11.940737,76.915619,1,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹190403 as advance for a site. Later it was found the documents were forged.
152,100011010202600152,202600152,2024-04-24,1010,13.031485,77.503104,1,2,3,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1397081 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
153,100061054202600153,202600153,2024-07-19,1054,15.301738,75.124209,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹288737 and cash were stolen.
154,100261190202600154,202600154,2025-06-21,1190,16.235836,75.62072,1,1,4,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
155,100011011202600155,202600155,2025-04-15,1011,13.032867,77.620973,3,1,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹197966 as advance for a site. Later it was found the documents were forged.
156,100101089202600156,202600156,2025-06-08,1089,14.423995,75.974127,1,1,2,Murder/Attempt,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
157,100041037202600157,202600157,2026-06-07,1037,12.970585,74.834496,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹217507 and cash were stolen.
158,100011013202600158,202600158,2025-09-22,1013,13.070588,77.548242,1,2,1,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹69129 and cash were stolen.
159,100011014202600159,202600159,2025-05-11,1014,12.90458,77.532958,1,2,2,Robbery/Dacoity,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
160,100011008202600160,202600160,2024-07-09,1008,12.987212,77.585612,3,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹114990 and cash were stolen.
161,100291211202600161,202600161,2025-05-23,1211,15.316886,76.159604,1,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
162,100221168202600162,202600162,2024-02-06,1168,13.194157,78.15909,1,1,2,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1109993 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
163,100221170202600163,202600163,2026-01-01,1170,13.133742,78.067804,3,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹52143 and cash were stolen.
164,100011007202600164,202600164,2024-03-20,1007,12.864693,77.536497,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
165,100011010202600165,202600165,2024-07-03,1010,13.028414,77.515372,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹216518 to clear their name.
166,100051050202600166,202600166,2026-02-15,1050,15.95246,74.582015,1,1,3,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹81846 to clear their name.
167,100011015202600167,202600167,2025-05-09,1015,13.044848,77.615638,1,2,2,Cybercrime,"Fraudster contacted the victim from +916304912982 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹24610 was debited from their SBI account."
168,100031024202600168,202600168,2025-07-26,1024,12.235196,76.598343,1,2,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹78732 and cash were stolen.
169,100011008202600169,202600169,2025-02-16,1008,13.012893,77.614634,1,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
170,100011011202600170,202600170,2025-08-13,1011,13.035667,77.642249,1,2,2,Cybercrime,"Fraudster contacted the victim from +919747071386 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹7069 was debited from their SBI account."
171,100021019202600171,202600171,2025-09-29,1019,13.36274,77.566368,3,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
172,100031032202600172,202600172,2025-05-19,1032,12.306325,76.671396,4,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
173,100041038202600173,202600173,2026-01-22,1038,12.947511,74.824121,4,1,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹156279 to clear their name.
174,100011012202600174,202600174,2026-01-29,1012,12.94207,77.543075,1,1,2,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹141436 and cash were stolen.
175,100041040202600175,202600175,2025-06-20,1040,12.879261,74.796944,1,2,1,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
176,100031028202600176,202600176,2026-01-14,1028,12.333254,76.646717,1,2,1,Cybercrime,"Fraudster contacted the victim from +917817363615 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹41832 was debited from their SBI account."
177,100061060202600177,202600177,2024-12-16,1060,15.379706,75.053464,1,1,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹158344 and cash were stolen.
178,100301218202600178,202600178,2025-09-24,1218,15.477356,75.09188,4,2,2,Fraud/Cheating,The accused posed as a real estate agent and collected ₹598807 as advance for a site. Later it was found the documents were forged.
179,100241177202600179,202600179,2026-06-10,1177,15.481504,75.678831,3,1,4,Cybercrime,"Fraudster contacted the victim from +916030884438 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹7444 was debited from their SBI account."
180,100311227202600180,202600180,2026-02-08,1227,14.293196,76.322354,1,2,1,Cybercrime,"Fraudster contacted the victim from +916909666337 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹7455 was debited from their SBI account."
181,100311228202600181,202600181,2026-03-25,1228,14.164232,76.469531,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
182,100011008202600182,202600182,2025-02-03,1008,13.011042,77.615219,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹114768 as advance for a site. Later it was found the documents were forged.
183,100201156202600183,202600183,2025-10-26,1156,12.647267,77.319182,1,1,1,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
184,100011005202600184,202600184,2025-08-18,1005,12.959282,77.503474,1,2,1,Cybercrime,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹741274 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
185,100061059202600185,202600185,2025-04-21,1059,15.332001,75.157338,3,2,1,Cybercrime,"Fraudster contacted the victim from +919863813067 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹25380 was debited from their SBI account."
186,100281206202600186,202600186,2024-08-25,1206,16.817822,75.781009,1,2,3,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
187,100161127202600187,202600187,2025-01-19,1127,12.015458,76.994994,1,2,1,Fraud/Cheating,The accused posed as a real estate agent and collected ₹724756 as advance for a site. Later it was found the documents were forged.
188,100041034202600188,202600188,2026-04-30,1034,12.862818,74.748414,1,2,1,Narcotics,"During a raid, police apprehended a suspect carrying 203 grams of MDMA intended for distribution among college students."
189,100011010202600189,202600189,2026-01-29,1010,13.031623,77.49643,1,1,2,Cybercrime,"Fraudster contacted the victim from +918884873529 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹8646 was debited from their SBI account."
190,100161131202600190,202600190,2024-02-03,1131,11.862046,76.957012,1,2,3,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹264028 and cash were stolen.
191,100041034202600191,202600191,2024-04-17,1034,12.858793,74.753904,1,1,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
192,100101088202600192,202600192,2025-08-04,1088,14.41274,75.993399,3,2,2,Others,Miscellaneous complaint registered regarding public nuisance and damage to public property.
193,100061060202600193,202600193,2024-07-25,1060,15.371239,75.074282,1,1,4,Fraud/Cheating,The accused posed as a real estate agent and collected ₹464663 as advance for a site. Later it was found the documents were forged.
194,100191145202600194,202600194,2025-04-08,1145,12.916028,75.200326,1,1,2,Assault/Violent,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
195,100011004202600195,202600195,2024-06-24,1004,13.060678,77.527338,1,1,1,Cybercrime,"Fraudster contacted the victim from +917338811290 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹45299 was debited from their SBI account."
196,100011010202600196,202600196,2024-03-16,1010,13.031045,77.49749,1,2,1,Cybercrime,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹220902 to clear their name.
197,100311225202600197,202600197,2026-06-13,1225,14.298325,76.395476,1,2,4,Theft/Property,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹206740 and cash were stolen.
